期数,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2
23095,8,19,28,32,34,3,7
23096,6,7,14,21,31,3,10
23097,6,7,18,20,22,3,9
23098,2,7,15,30,34,5,9
23099,9,11,13,22,23,6,7
23100,4,6,13,19,35,9,11
23101,6,14,16,17,28,7,10
23102,2,4,7,16,33,7,11
23103,8,11,19,31,32,8,11
23104,6,15,16,32,33,8,10
23105,7,8,19,20,25,2,11
23106,16,24,26,28,31,1,6
23107,1,12,15,16,18,3,10
23108,5,6,17,30,32,2,8
23109,1,12,21,22,31,2,9
23110,4,9,11,13,17,7,8
23111,3,12,15,28,35,2,12
23112,1,11,17,22,27,2,9
23113,6,8,30,32,33,3,10
23114,2,25,27,30,35,1,10
23115,7,10,23,31,34,2,10
23116,1,3,9,18,29,4,9
23117,5,7,15,18,20,3,4
23118,6,7,13,25,33,5,8
23119,4,8,10,14,21,4,10
23120,2,8,16,31,34,1,10
23121,5,11,15,23,33,1,9
23122,1,7,9,25,29,10,12
23123,2,14,16,28,30,2,7
23124,6,18,23,27,32,6,10
23125,7,25,26,29,32,2,8
23126,7,12,17,26,34,2,6
23127,4,7,8,18,19,2,6
23128,1,5,7,12,13,2,6
23129,9,23,25,27,33,6,12
23130,13,20,27,29,30,1,7
23131,3,7,21,22,24,6,7
23132,3,4,12,15,23,2,6
23133,10,18,25,28,33,5,11
23134,10,15,22,27,33,1,12
23135,5,18,22,28,29,9,12
23136,13,23,27,30,34,6,9
23137,4,19,21,30,31,6,12
23138,7,12,20,28,31,9,10
23139,15,16,25,31,34,5,9
23140,1,2,9,19,30,1,2
23141,4,22,25,30,31,4,5
23142,4,13,15,17,32,10,12
23143,9,20,23,29,33,2,10
23144,5,14,18,25,35,1,10
23145,6,10,12,32,33,6,7
23146,14,18,19,26,31,2,7
23147,6,7,19,33,34,3,8
23148,11,12,20,21,27,2,12
23149,1,16,17,21,29,1,6
23150,5,6,17,18,33,11,12
24001,3,9,17,26,35,2,7
24002,1,6,8,27,32,3,4
24003,7,9,12,23,29,1,2
24004,2,6,18,19,27,8,9
24005,3,5,7,9,12,5,8
24006,8,13,16,17,33,2,10
24007,4,5,28,34,35,4,11
24008,4,6,11,20,30,3,5
24009,15,18,19,24,26,5,9
24010,2,8,10,15,27,2,8
24011,1,3,27,32,34,1,7
24012,21,22,25,26,34,1,9
24013,5,22,25,28,30,3,12
24014,4,5,16,21,31,9,11
24015,8,11,14,24,31,5,6
24016,15,18,25,27,29,6,11
24017,3,7,25,27,35,1,4
24018,4,12,19,25,27,1,9
24019,19,20,26,29,30,3,4
24020,2,4,8,19,26,2,6
24021,1,12,16,20,28,7,9
24022,7,9,11,31,32,4,8
24023,8,10,12,14,22,5,9
24024,3,5,12,17,26,1,12
24025,1,2,8,18,27,4,8
24026,1,18,21,26,33,2,12
24027,8,9,16,22,23,7,9
24028,13,18,20,26,28,4,8
24029,4,19,24,28,34,4,5
24030,8,9,11,19,30,6,12
24031,9,12,15,30,34,5,6
24032,5,15,26,33,35,1,9
24033,4,8,10,11,15,7,9
24034,23,26,27,29,33,5,8
24035,5,13,17,29,33,5,12
24036,2,5,11,32,34,6,10
24037,17,19,20,29,35,7,11
24038,15,22,24,25,29,1,5
24039,3,10,11,20,22,6,10
24040,5,12,16,29,30,3,6
24041,6,8,14,16,28,3,5
24042,1,8,15,23,35,5,12
24043,3,4,8,14,27,5,7
24044,3,13,15,17,22,6,10
24045,9,10,14,31,32,3,8
24046,6,12,17,29,30,7,11
24047,11,19,21,26,35,10,11
24048,12,18,21,26,28,8,9
24049,4,6,9,10,22,1,8
24050,3,4,14,18,26,7,9
24051,5,21,22,23,29,1,2
24052,2,3,13,22,34,4,8
24053,1,7,19,20,35,3,9
24054,5,6,9,11,22,1,3
24055,7,17,22,30,34,5,7
24056,16,17,18,27,35,6,12
24057,9,25,30,33,34,3,9
24058,6,10,13,20,32,1,2
24059,17,18,20,25,31,3,12
24060,3,21,25,28,30,1,12
24061,1,12,19,31,33,5,8
24062,5,14,15,16,33,3,5
24063,7,12,16,33,34,1,3
24064,5,12,21,32,33,8,9
24065,5,10,18,26,27,3,6
24066,13,19,20,24,25,6,7
24067,3,11,14,20,22,6,9
24068,15,20,31,32,33,5,10
24069,7,9,16,20,24,3,7
24070,4,20,21,32,34,2,9
24071,6,10,15,34,35,2,10
24072,4,17,21,23,32,1,6
24073,7,9,12,21,23,5,9
24074,2,10,11,21,27,9,11
24075,8,17,26,28,32,1,10
24076,1,6,22,27,35,7,12
24077,1,3,25,26,29,6,12
24078,5,7,10,14,15,4,7
24079,3,8,17,18,23,6,11
24080,3,5,24,27,28,9,11
24081,14,15,25,27,34,1,10
24082,8,21,23,24,26,4,5
24083,9,11,12,13,30,7,9
24084,4,11,16,17,23,5,10
24085,2,9,16,29,35,1,6
24086,11,12,14,22,28,7,11
24087,7,10,20,28,34,5,10
24088,1,2,23,28,32,3,5
24089,5,6,29,30,34,7,8
24090,2,3,6,28,33,7,11
24091,1,8,11,17,21,1,2
24092,2,4,25,26,31,1,6
24093,16,24,26,28,29,8,12
24094,12,13,24,29,31,2,8
24095,1,7,19,26,27,3,5
24096,2,3,23,27,31,1,10
24097,7,11,12,14,19,2,8
24098,3,10,15,19,29,9,10
24099,4,10,24,31,35,5,8
24100,2,12,19,22,32,5,11
24101,16,19,22,27,35,6,10
24102,1,5,9,14,20,5,11
24103,19,21,29,32,33,6,8
24104,1,4,9,13,17,6,9
24105,14,20,21,28,32,9,11
24106,5,11,19,22,29,2,12
24107,6,14,16,18,34,3,10
24108,16,17,21,31,34,3,8
24109,12,23,26,27,28,3,11
24110,1,7,8,18,28,4,12
24111,3,9,19,27,30,7,11
24112,5,15,24,31,34,3,10
24113,16,18,25,26,33,4,8
24114,12,27,30,34,35,5,11
24115,3,4,12,19,24,8,12
24116,1,3,6,16,25,1,11
24117,2,10,22,26,28,2,4
24118,1,3,9,16,19,5,11
24119,6,12,28,30,33,2,7
24120,4,12,17,23,27,2,8
24121,7,15,18,24,33,4,5
24122,5,6,9,15,17,3,10
24123,3,9,16,30,31,8,9
24124,2,3,7,10,25,1,11
24125,10,14,19,24,26,1,10
24126,2,10,17,28,34,7,8
24127,2,3,10,16,28,7,10
24128,3,7,10,29,31,1,3
24129,7,19,30,31,34,5,7
24130,11,21,25,31,32,4,10
24131,2,3,4,21,26,2,3
24132,5,6,10,16,31,6,9
24133,8,10,14,22,29,4,6
24134,1,4,7,13,33,5,6
24135,6,8,22,24,30,3,8
24136,1,17,20,29,34,7,8
24137,8,15,16,17,21,2,5
24138,5,17,20,28,34,4,9
24139,5,12,20,23,24,5,7
24140,3,6,15,23,31,1,12
24141,2,6,7,16,20,2,11
24142,8,21,24,33,34,3,10
24143,16,20,22,24,31,4,5
